code,20060201-20060630,20061201-20070228,20070701-20080131,20100201-20101231,20110601-20110630,20130101-20130331,20130701-20130930,total_return_rate
畜禽养殖Ⅱ(申万),49.158236928609035,57.47486941119397,30.945108742743283,3.191826729406122,2.778330042860921,-0.4352798394249069,22.821467746490892,162.74273303247318
渔业(申万),42.355961209355385,46.82492125681801,62.02582501775238,51.04419729422516,-1.164371250758267,-1.114218626146002,12.919602650272944,161.8477202572944
采掘服务Ⅱ(申万),85.69223029819419,20.645619552234045,21.399375535006506,12.58587166039089,0.05713978736185954,10.508686110758102,18.683377934119093,156.9864292176738
中药Ⅱ(申万),49.301904147389536,52.27653379370765,15.992321323095096,36.43674692633432,0.6569185645272535,26.537344769052094,11.890144103119926,156.65516670089156
元件Ⅱ(申万),36.16066383610739,53.011126647783634,23.53245463386373,23.554493184314214,5.27616966638884,8.968080665360766,29.474872513527185,156.42336796303155
造纸Ⅱ(申万),30.01253584242301,58.11283022839702,42.141415358659955,-1.0603498094021169,-0.0806098955232537,13.716522730131953,12.502023933938775,156.40471819802744
工业金属(申万),64.02345411834341,56.68106095682659,25.531834133313108,28.180202780390932,3.6742266128658274,-7.729137179005753,14.083771274539526,156.2652099168827
白色家电(申万),36.76995621421355,55.96559765601643,37.91368635962973,22.347434770522966,5.741540750307549,7.1142593923586785,12.741897349308948,156.24693772183485
酒店Ⅱ(申万),43.138151875571815,63.733320105163926,8.14734186486541,-2.1999462916030166,-3.0455764585943568,2.6272833268558227,40.29597912033947,154.89649983420207
饲料Ⅱ(申万),44.17463311698693,66.19210865340523,24.473765632329606,-9.829421796483604,4.631410855029693,-3.4176410978036587,17.582689671415366,153.63696683136317
计算机设备Ⅱ(申万),20.298813918437773,60.20694558790509,20.42760696209152,18.51093517760183,1.4928817000853691,15.745404411764708,34.98057485531893,153.15222743560338
塑料Ⅱ(申万),60.725653733027094,56.40096049719856,11.599484037407295,19.664331620381926,4.797267312382192,12.355565193147688,5.749459004568402,151.62838977773123
动物保健Ⅱ(申万),46.13428943937418,37.25207671567825,42.74495907823144,13.011963337213507,-1.9496819734631907,10.883882365426256,16.40191332741385,151.46743895266076
地面兵装Ⅱ(申万),16.18482348753347,56.63292488012785,33.95166094066822,32.40032242960187,2.9968887449631776,27.38835044486876,13.19783579984859,150.3524842980101
饮料制造(申万),93.8440622233464,42.873118279569894,36.22688216085068,23.370799008725648,4.642432292388876,-17.274650292160988,-10.684600696394488,149.62724396760038
一般零售(申万),78.0018088964818,39.022640642508506,9.432757458583119,13.446282648003896,-0.7541508212997149,-2.071546145797931,25.715346728168264,149.34685675864404
汽车零部件Ⅱ(申万),65.33140556784033,43.59493505539274,20.70587094584766,25.370078945821856,2.1772981260443247,1.5439710801040452,15.984240954867591,149.3377217300967
电源设备(申万),45.796875593903216,55.0843141133419,17.993867844813003,21.679992105684036,-1.4097346845630463,7.102209022458973,24.42545873482362,148.99299062477763
电气自动化设备(申万),57.72102299804083,33.032054762437056,39.96483295654358,73.06226832774672,4.534532985455941,2.0844720103292635,11.48919313032104,148.8261088431277
食品加工(申万),54.17619566302288,25.86061477848449,-4.173806686189085,32.40568650135893,-0.640742886195067,34.3024041871862,38.542109933584385,148.06677498989382
餐饮Ⅱ(申万),64.76732322271603,0.0,49.02092158727414,11.686332734234606,9.243122999294684,-3.677309007981755,27.904702121136914,147.25876092244002
家用轻工(申万),55.9628844967685,49.85281277285765,1.8920736368390976,12.974248473151249,5.1581030292567,5.373750391863187,27.97028320330681,146.20990753089194
玻璃制造Ⅱ(申万),43.85249631422801,51.43616909018004,46.3672956693026,22.33548578051485,3.6623243612559087,-0.3323791633885853,0.6928464736990936,145.67875274527705
医药商业Ⅱ(申万),48.13333333333334,41.60791589363018,17.599029196435033,22.51087940290366,-2.641938718996517,12.578605531420715,28.317080629268474,145.59402586509123
煤炭开采Ⅱ(申万),33.52881996417443,53.4613431261476,59.24456945541336,11.640140397866714,4.431413884028013,-10.556048470410927,5.427880716679145,145.53797867603163
包装印刷Ⅱ(申万),25.212425972767072,60.17251033513232,26.52963034999538,2.194947921651891,1.9594530369485108,3.646057695702853,27.824434759883317,145.34451215042947
水泥制造Ⅱ(申万),52.338273379343995,59.936078460035716,17.760341724590553,27.72432783016105,12.075145182502256,-7.864082041850451,7.795566744684622,142.0413234493067
综合Ⅱ(申万),41.97583081570997,61.80569049271338,2.9988686286898103,17.51214571423667,3.9258296338083416,10.231868801595656,20.626351418194133,141.56443979071128
金属非金属新材料(申万),42.22445385611785,60.47043024223049,30.34836573491653,85.99364927206278,1.2276001976644355,-3.991267480447525,10.45107382988446,140.73065638036624
钢铁Ⅱ(申万),28.12115006159901,60.26910005568251,42.61217355170328,-14.7807368900313,2.722913811664074,-5.214479664864702,7.273638361022239,135.7844961768064
纺织制造(申万),42.581621482387796,66.36490833642267,2.5087547807271404,6.683432057244708,1.9869793335836272,7.389041264543139,14.03703917716399,134.86834437482838
航运Ⅱ(申万),20.007931000297404,43.57481877531932,49.23892549357684,-20.744063177133,-3.0191742904313816,-1.717626069957667,26.23585467540204,134.32072958420656
港口Ⅱ(申万),45.070731753880224,53.40996848786118,-5.759855057401541,-23.78404251665637,1.8534923146154012,0.8470459417362131,38.207520942990605,133.62890438368208
铁路运输Ⅱ(申万),39.73759595233075,40.360944084481226,26.347158911829595,-13.46527208094066,-1.2730969852356109,5.722420499659142,22.606312541022323,133.50133500408742
其他交运设备Ⅱ(申万),42.38030458873885,65.39423535016675,17.18494017532009,5.923244547697526,0.3213385412338177,0.7285828662930259,6.8738378522902535,132.8832393740428
公交Ⅱ(申万),36.53508608133846,54.985627485068065,-2.5735840135301835,-24.280733411417497,-0.7101455431512971,7.121384583953527,35.63132735963941,130.98969595331798
橡胶(申万),18.833180500136315,43.19391634980987,37.2490135679479,-11.453070442534196,4.631331275111572,11.486840039767676,15.068795839105274,130.4630775718786
服装家纺(申万),25.819564876040268,73.74039170264295,0.7195365446666102,13.606547283568805,3.968465080442463,-2.6950857732490623,24.369598002172975,125.9224704327162
互联网传媒(申万),-21.40503349628825,20.997206103589075,28.410811347447318,-2.3997473950110537,0.4068148309943842,25.407472417251764,67.46556845800701,121.2828396610013
视听器材(申万),18.38354151359296,42.70776504819056,14.025365558760194,-22.95472271253233,6.1072832472063965,15.482135002975351,19.70282089972124,116.40891127044671
其他采掘Ⅱ(申万),47.026348151443,40.96227207184185,33.453208479347374,51.48841722047634,5.092351147870322,-16.022146808328248,4.883652566760509,115.3956856089348
通信设备(申万),6.689133449177676,38.061777192212,25.962415007234306,6.831205187533929,3.2311585688646667,13.56146747303395,27.448129448914408,114.954081139437
其他电子Ⅱ(申万),35.076366797731716,30.69812734082395,11.199799237426047,64.03807703431713,4.583119478096376,17.52403012133561,15.082067259820777,114.16351023523448
水务Ⅱ(申万),12.507024929220512,35.23907003947944,23.57893890352021,7.925072046109505,0.7243816254417057,34.13937116911348,7.681242104405218,113.87002877118057
环保工程及服务Ⅱ(申万),20.664444683367368,56.14650514206032,8.491683112489445,23.800409728572536,3.4853733154661226,15.37315239262318,9.663322097671868,113.8244807436783
仪器仪表Ⅱ(申万),28.97620564074925,39.05554630708619,14.339767745904775,14.151876490523405,2.8134214922198586,10.258264616852797,17.086890390122917,112.5300961929358
运输设备Ⅱ(申万),20.66454475308641,64.59034164422843,14.63005274886462,33.98042132776604,5.375829359805096,-11.941001518317053,15.245036441316895,108.56480342898439
半导体(申万),24.66360955025941,37.65466067846555,4.297790564633487,41.738239615886094,3.056658883938135,7.531190496490182,29.39355988535921,106.59747005914598
电力(申万),25.09487463755755,56.163464763091056,15.491817435986023,-10.117321409560311,-2.5826623067281558,6.3609841649943535,4.235884932404144,104.76436362730497
汽车服务Ⅱ(申万),35.43354402207781,44.00808801366423,8.182689589913128,-20.859504763359357,-5.319040805635701,1.454819904226512,15.965409310784226,99.72551003503021
石油化工(申万),36.770081693632974,25.761994946758946,25.266025519190087,-23.70615782323843,3.5674358329625955,16.241056567883618,-8.198262776184853,99.40833178424339
高速公路Ⅱ(申万),32.301995520489825,37.25812619502869,16.712449225730186,-19.13764055158036,-6.408899437637662,-0.4064027315098029,15.572345603636162,95.0296143757374
其他建材Ⅱ(申万),20.272518668632763,47.03752980029581,2.6603941625800602,0.17553054314640715,11.225741565800051,-0.03226468776582614,12.9250738635712,94.08899337311406
园区开发Ⅱ(申万),6.7190610377187765,29.10232509057651,-0.3738303015485611,-17.384198449669654,0.051193635513069324,-4.622874603429872,62.71869647102937,93.59457132985929
房地产开发Ⅱ(申万),35.122632563622844,28.22551201874948,23.808743984141856,-13.043490266464165,7.461332300041978,-7.8006754596201215,6.616685554877511,93.43423096181354
机场Ⅱ(申万),21.518252502732786,49.640738925175675,-5.677752656067237,-25.01593801115478,-2.847089689008009,5.623195276472858,21.351565915732795,89.60891027503885
电子制造Ⅱ(申万),31.05618705753315,33.467802934799074,-22.15501286507471,42.41710548729456,9.971478567590284,18.36291099188334,17.068979459809164,87.77234614654031
银行Ⅱ(申万),17.128437664117623,38.03863509177074,20.952989139957868,-13.268042962642436,-5.4417591987807485,3.7075927870467535,6.9128273869927925,81.29872287110503
景点(申万),21.737529035055925,4.718872556210818,24.081599327773407,18.790220579037346,2.8040987326338307,8.640718680842397,19.257144890551746,81.23996322306812
石油开采Ⅱ(申万),16.32758748242955,0.0,-48.053135334520476,-11.511357983750624,-0.51532280142359,-3.88493417844954,3.0074142724745068,-33.118390559489555
