code,20060601-20070131,20070901-20080131,20110201-20110630,20130801-20130930,20100301-20100930
运输设备Ⅱ(申万),78.59721642004351,-8.642821815565839,-23.66717582982779,-1.3356832677559494,0.6338065734195597
半导体(申万),20.128576131972476,-10.860050697325574,-11.733165492845533,19.14641178036014,25.02879347815201
其他电子Ⅱ(申万),12.661098863829068,-10.42773164314289,-6.362679984508768,5.125562528195182,29.559432311990964
元件Ⅱ(申万),32.73806573142319,-12.949273143490359,-1.473099464519112,10.578879476574855,5.784774382366709
光学光电子(申万),33.44643619291507,9.040697674418618,-2.7712684666327148,1.7581049631059553,6.3064094323174835
电子制造Ⅱ(申万),21.226664651197957,-21.355061338035664,-4.9442925963639865,13.278266015248663,20.588614577810894
汽车服务Ⅱ(申万),56.80928623024073,-11.410831182292524,-2.0124127104860667,23.60193573058007,-13.849360841175917
汽车零部件Ⅱ(申万),30.062600087348955,-9.721668261144846,-11.432939490842642,14.978022435141924,12.077034906441986
汽车整车(申万),75.63019813108119,-9.363064456599712,-6.89644927138755,16.115895778746502,-3.0225889831153263
计算机设备Ⅱ(申万),41.13601439226415,-1.5453134045576578,-7.506290873152177,23.73834399799022,6.576809939851613
通信设备(申万),52.13091922005573,8.908685968819597,-6.068705428997734,13.164522874160433,-10.239074257667113
白色家电(申万),75.56923309292756,14.428269139599692,14.207202812791774,7.058153853829552,-1.388304098978843
视听器材(申万),32.27628374527176,-3.100650740645605,19.121110697905053,10.625273283777869,-22.385462791902487
饮料制造(申万),91.98171800799986,7.928041352283488,10.2972353420822,-6.292311221193647,19.782540267822625
食品加工(申万),27.317975233223525,-13.869503226774714,-12.795309562937963,26.348456210852266,5.376834306881317
纺织制造(申万),33.85951889396645,-19.8940221522625,8.627827706771862,10.921264323401502,-2.0526670531619606
服装家纺(申万),59.695817490494264,-19.760518158746553,1.8986573651634142,20.97671007074524,2.7274511378132305
包装印刷Ⅱ(申万),39.14858306721316,-10.621404786266686,2.8706866631350136,17.31872548701825,-9.636834158242713
家用轻工(申万),103.30418440532353,-15.524561495466049,0.48221514409350075,17.935034404653628,4.420952698628544
造纸Ⅱ(申万),53.43935959195238,-2.637950721567217,0.9979976141786029,9.441270386757727,-3.779019839731479
化学制药(申万),36.7131242740999,0.28361067274698115,-4.440319207954591,11.246811286690516,13.849806899470195
生物制品Ⅱ(申万),39.806176237346634,3.4799979183263385,-6.351235757359907,6.862415441030456,6.230708772859628
医疗器械Ⅱ(申万),42.593379301330025,-5.0002434393105695,-3.3742067024667644,23.46305954429817,24.30165640356332
医药商业Ⅱ(申万),90.49557918593774,-2.7652357078544965,-12.812137649994748,18.106049944488745,17.88268888016904
中药Ⅱ(申万),58.98930618193277,-4.959793008450919,-4.211228437439063,2.2172381711855316,23.514019410197218
医疗服务Ⅱ(申万),,-19.34950622584801,-12.675697082790737,19.809209575406573,3.545170712055601
电力(申万),47.12005490637758,-12.295433616517792,1.1817435040136104,5.062997083977772,-12.976802435989788
环保工程及服务Ⅱ(申万),29.335539012958357,-20.124263138958842,0.42570419079399624,-2.47250672445144,0.6920676940531445
燃气Ⅱ(申万),58.212812129691784,7.177582209368993,-8.780183068820978,6.597021615698773,-4.564069300211737
水务Ⅱ(申万),23.805423604191045,-9.932305708592203,-13.812504596677321,-0.5311500094108856,-14.447192352717709
港口Ⅱ(申万),70.43930412886932,-23.27818960182858,0.7652268380983873,38.94142087905945,-21.04691395236391
公交Ⅱ(申万),51.81590513643175,-23.515946967173328,-4.986050292851473,28.63151362625618,-24.7546445651599
航空运输Ⅱ(申万),64.74995815405215,1.1323064152030105,-13.896716243367479,10.395687293171552,1.4010455164202407
机场Ⅱ(申万),81.10918157096829,-16.842037999488802,-7.272612219254104,19.497521597507415,-26.28351676223707
高速公路Ⅱ(申万),41.81205322386583,-11.19626300169111,-8.900798709576707,19.561899080637236,-23.824946268435486
航运Ⅱ(申万),79.86736758373827,11.023103318143468,-17.221204200656704,28.698292220113863,-23.385934121039277
铁路运输Ⅱ(申万),45.96555446055657,3.8374848739073375,-5.268738910057468,19.373283255787864,-11.285332679150661
物流Ⅱ(申万),82.4362479272173,-14.58963093814959,2.1628569980824963,26.2237695777789,-2.2285879277855414
房地产开发Ⅱ(申万),89.91453969707375,-20.742574334886033,7.608660505842857,4.147861009016496,-17.368494371272604
园区开发Ⅱ(申万),56.58620377904349,-25.212837757832673,-1.0993485342019604,61.21294506032642,-21.230847826768894
多元金融Ⅱ(申万),89.13882033016567,-11.295168716926673,11.802667262790688,31.727903133639114,-20.034256944384378
银行Ⅱ(申万),126.23086699452948,-17.26846340079743,1.0281795638843905,12.728928614086099,-16.347404422036316
券商Ⅱ(申万),127.98531823345863,-21.144863210393538,0.16409117289697406,8.510268228746076,-37.20044632919438
保险Ⅱ(申万),-15.088748510847038,-28.710957866125362,-3.0649038461538436,9.43089023596011,-7.624743578631065
贸易Ⅱ(申万),69.86203438927473,0.1587202399550014,10.252133258224516,16.110522126761317,2.548400061284184
一般零售(申万),57.84752356306031,-10.205681617508644,-5.1486629022624575,27.260964018471554,16.383160335107227
专业零售(申万),146.75073205226164,-12.500223154512168,-3.4760705289672456,86.74708945463885,14.802619731904265
商业物业经营(申万),,-18.88667666265188,-10.330936797440271,19.655764195968906,-3.6286011059175727
餐饮Ⅱ(申万),21.598984180238112,-0.32238477996877624,-0.2595729925199408,17.074213634784474,-6.323328595713851
景点(申万),38.96063407030101,-18.83798683778657,-6.563947148542059,11.508772096604769,6.60177826300159
酒店Ⅱ(申万),62.599514563106794,-12.053176264259902,-10.458491172032069,25.961467008169326,-1.7134004054932817
旅游综合Ⅱ(申万),88.67060445994119,-4.630445354401724,-7.525937311302632,29.464145073639457,-1.6300235457239354
其他休闲服务Ⅱ(申万),,,,,
计算机应用(申万),69.43457076968424,4.547036731702847,-9.354129337025574,16.67383961902269,0.6902888802382767
通信运营Ⅱ(申万),101.23536510490547,52.269058956688276,-13.045137549813601,7.584489193709798,-23.4530203676651
综合Ⅱ(申万),33.4742276814842,-18.81155246364279,6.6515643484608145,14.152356497084462,-0.7944475746555324
水泥制造Ⅱ(申万),84.45871707147133,-10.337171264456623,27.425563292202604,7.693189410115675,4.488199625814304
玻璃制造Ⅱ(申万),53.73829995300932,-3.271389491557397,-5.0326437119513905,3.9871801552973096,1.2435118656361155
其他建材Ⅱ(申万),15.8190104249893,-14.357413932897412,1.335640623084955,7.057263263168956,-16.74101841897617
房屋建设Ⅱ(申万),,,,2.584316924567265,
装修装饰Ⅱ(申万),52.2180948721233,3.820802991951555,-13.16431360622239,-0.03250690068634654,101.3635053413422
基础建设(申万),,,,7.80431728190063,
专业工程(申万),,,,-0.4042984895168078,
园林工程Ⅱ(申万),,,-17.614387996474036,0.9844473958163791,141.14703903303268
电机Ⅱ(申万),61.47432665055379,-6.420348584488977,-3.710724001379362,7.164823660276132,26.219671702308545
电气自动化设备(申万),44.557616477848086,22.561687487662496,-9.413635796848796,12.288341089430732,40.20229739233561
电源设备(申万),56.326408963196386,-2.771498028543362,-17.16039120491677,17.91202306103459,4.245342991740153
高低压设备(申万),40.98548482438025,5.510491069514578,-10.23744620427911,16.06842225593914,-3.3807520203032015
航天装备Ⅱ(申万),,-11.709488721272388,-4.050801552142413,10.77898276332132,22.308675476277195
航空装备Ⅱ(申万),22.287210274859383,12.128643642917813,10.443017872084015,7.044750939579814,15.865836778469355
地面兵装Ⅱ(申万),13.930238908759085,-1.613922512274557,-11.809859196125117,5.499412049526176,28.400318661065448
船舶制造Ⅱ(申万),,9.134712273052049,-0.5130030026909926,30.554365473076572,-1.5677573869730788
营销传播(申万),,,,36.70536425638464,
互联网传媒(申万),35.06281683932113,-3.7754798393096145,-7.767355537720711,35.19553072625698,-12.268560309722965
文化传媒(申万),59.01066878597403,-15.299847579670267,-6.634693296542061,43.42255468989799,-12.23357930340735
其他交运设备Ⅱ(申万),59.35188278528134,-16.196451872622784,-12.965633261235288,4.352624271694894,-7.288246881155624
