code,20110501-20110630,20121001-20130731,20150901-20160331,20160801-20160831,20180201-20180731
餐饮Ⅱ(申万),3.7619945786050657,-14.048466750890098,-24.41857838320175,11.638901897816734,-17.072961004342414
景点(申万),-9.244032696798065,-13.466434685323891,36.54714283998219,6.045163467487291,7.198426114761625
酒店Ⅱ(申万),-13.372266253500985,-0.05941388205354947,22.380088138898422,4.448463925666113,-15.653991558344716
旅游综合Ⅱ(申万),-11.082960558436582,6.722141671394644,9.087289357595507,3.0935358983604777,10.512352168664885
其他休闲服务Ⅱ(申万),,,,,-3.1634125404102265
计算机应用(申万),-1.7286796988055242,42.7095085819575,14.214879805543458,3.7778131803940296,-3.106563466008494
通信运营Ⅱ(申万),-10.087272938742775,-10.218173948968158,-28.558927118070322,0.3326486188184097,-21.443716472658668
综合Ⅱ(申万),-2.8419435463529985,7.514450867052025,3.310937575164763,10.293811145847908,-26.79173677181812
水泥制造Ⅱ(申万),2.9085816198386016,-18.599914693964593,-5.359746181421787,7.422258531137804,-3.0287148401935915
玻璃制造Ⅱ(申万),-6.50269046074291,5.936683109146967,3.979581395502363,9.65881907759294,-30.578829661157346
其他建材Ⅱ(申万),1.1060967798288024,11.23691518906218,2.2341467799199988,6.748105258202708,-22.606942196901137
房屋建设Ⅱ(申万),,-0.15589902833544889,-10.109978214653026,12.25182976025816,-19.37782545398821
装修装饰Ⅱ(申万),-7.090330986660954,3.0442397050454373,2.62224438937535,9.4285392351102,-24.99836066807345
基础建设(申万),,-5.397587813701266,-17.167187056485943,8.803635796148757,-16.53014498436508
专业工程(申万),,1.4407684098185713,-12.915668032540427,6.534057702178697,-22.274322154466887
园林工程Ⅱ(申万),-6.156435557738704,9.580800329934846,-0.08697818162051174,16.001564694852497,-24.34880434525173
电机Ⅱ(申万),-10.975548767019383,20.823325678575454,3.6236313540187304,2.4490060824107207,-12.531648133519669
电气自动化设备(申万),-4.1872999915392946,18.542212001859237,0.02146967051213089,3.0502596586837516,-15.951100405169239
电源设备(申万),-8.629093695465361,7.909316691078128,2.2473092595526767,2.3217223727368674,-23.210843404460935
高低压设备(申万),-8.95697536725093,10.101637511401119,-4.364757754854908,4.3371756935814965,-26.08324781939456
航天装备Ⅱ(申万),2.822254039680905,21.512137962343793,-21.32924772232545,3.1744465022126134,-9.105810577382478
航空装备Ⅱ(申万),5.312809898046256,28.77250651167551,-14.139460801266534,9.075488957517152,-3.9079411367971995
地面兵装Ⅱ(申万),-5.248470861521525,41.34624550563033,-16.844759678187536,-0.03452313270250196,-4.495659591140422
船舶制造Ⅱ(申万),12.301756011458487,-16.98007244681149,-37.111552212426865,0.6674521604888017,-34.98482640135753
营销传播(申万),,114.94686031248675,-9.302081605514267,1.7398688710208,-19.247677428478326
互联网传媒(申万),-11.787282016838974,128.77895196234292,26.413102567668357,2.7681739091135027,-23.685859441151567
文化传媒(申万),-5.99361433775214,57.21745071247317,-14.58885994313217,7.019302445688802,-22.77391018131496
其他交运设备Ⅱ(申万),-10.764226840957535,5.639823496966345,12.819094040262113,7.742708625143968,-25.077874268453836
