code,20090201-20090601,20160601-20160701,20020101-20020301,20140301-20140501,20120801-20120901,20050201-20050801,20080301-20080501
环保工程及服务Ⅱ(申万),53.207598649432164,2.195778190965769,-0.4172082141928657,-9.752791965294993,4.4762882365017465,-25.608479455639888,-20.486651943120627
燃气Ⅱ(申万),50.33249879558035,3.541681638103089,-9.573425094676956,-11.200730371272073,8.023971740060109,-14.427456277718665,-14.734432200671698
水务Ⅱ(申万),33.08253576016868,-1.3753965649272448,-4.933112498407432,-8.940923679670842,0.8724968756357754,-1.2719629190470982,-21.629578211139243
港口Ⅱ(申万),46.10121817823587,-2.478006155416579,-5.659568055088638,7.5128362020804085,-0.3479553201778618,2.6481212071770788,-17.691881095265348
公交Ⅱ(申万),56.12614406164078,-4.389033526612007,-5.397317242222844,7.883145729021579,-2.117420596727615,-14.993119099929986,-18.206664742730062
航空运输Ⅱ(申万),41.45086333379109,-1.3618296980307032,-2.0015439344862385,-7.850104142964664,-16.26145665710488,-28.573644684132237,-27.841012868410132
机场Ⅱ(申万),14.26554469983623,-3.3959222679037393,-3.6539494895217683,0.4748734540520827,-2.5453827940015827,9.11400095657906,-25.176026740781666
高速公路Ⅱ(申万),31.77332037264349,-0.9008245666453973,-5.379395945386845,0.48277980358026884,-1.0858858113506065,11.757909088808272,-17.860579724622482
航运Ⅱ(申万),38.27841742154734,-2.4649828708780075,-11.287796372165515,-2.674851071538953,-4.933469602405205,-12.455959122687288,-15.149317045759215
铁路运输Ⅱ(申万),14.4033127120335,-1.156985117618814,-14.245283018867926,-3.2230721310471,-4.12043001439878,-6.1702016780446955,-19.530887045064482
物流Ⅱ(申万),48.01295531643821,-1.7136313678553061,-6.321281380932264,-6.141169841983086,-6.988311028290706,-8.935946118240533,-17.042483977876
房地产开发Ⅱ(申万),71.53565141678185,0.8562961751112708,-8.492745655936817,8.38793240571718,-7.903200557856249,-17.314792357237174,-16.004658209062896
园区开发Ⅱ(申万),50.96032633640837,0.8798712210999149,-8.952140813654664,-1.9171334098117332,-0.743257070355674,-11.075778391812419,-22.336771078418195
多元金融Ⅱ(申万),45.558052737789126,0.3948218933980785,-19.170010240569436,-2.678956840504443,-1.3023270083293736,-23.839066795452858,-12.663989039244761
银行Ⅱ(申万),40.003242016534266,-1.7923588249391331,-14.938893788585117,3.5851517431652713,-0.7566230939121343,11.932159118986263,-2.9383937245073932
券商Ⅱ(申万),30.62069329030088,-0.26844707695771186,-15.235574198895495,-0.6793505529130828,-12.691305918363472,12.725333333333321,10.767323306189013
保险Ⅱ(申万),42.62137257598682,-1.8320275127349905,,0.6886472841611146,-10.837610611328808,,-5.3409259717751905
贸易Ⅱ(申万),46.27575709208125,2.4178295225285806,-12.124289034673685,-3.7422082263874223,-3.50766939687267,-14.27311362360676,-22.985009094900587
一般零售(申万),44.36949339207048,1.3071505048091625,-12.588534093816495,1.5556968521345693,-0.462850820627303,-4.353750186285154,-14.603867390413683
专业零售(申万),47.43048963468781,-6.461643010090912,-9.58087079108606,-22.644055604031088,-3.8624614763372422,9.532219687492315,-16.80589763487298
商业物业经营(申万),49.37590575475668,-2.6142105023593154,,3.055662743584797,-5.545165973572175,,-14.002087806030994
餐饮Ⅱ(申万),43.93581139817102,0.3148642470541363,-9.237829553477638,-8.22296745199511,-3.479948253557563,-22.099498451098988,-28.157744204044555
景点(申万),38.7613462218555,0.7852805061412393,-2.5670570325211806,-5.135709862479121,-1.7250228782875077,2.5046397159686817,-23.017424940136312
酒店Ⅱ(申万),69.61743941995802,-2.5004165509580734,-11.368833967734693,0.5792067277728297,1.1854047045749105,-18.392358912035068,-26.192009217526845
旅游综合Ⅱ(申万),59.65427233670868,0.8490524940100164,-8.391249272484503,-5.386967343651494,-2.3493618667010385,-22.929683625904996,-15.254439531129371
其他休闲服务Ⅱ(申万),,,,,,,
计算机应用(申万),47.85066875704278,5.792690436061543,-1.506964154049717,-12.582419945544121,6.256456791847009,-21.313498320422298,-19.16695185630858
通信运营Ⅱ(申万),29.200340598437414,-1.8147516909455264,-17.347893668316207,2.4533619057404144,6.434509038145997,-7.747993394523589,-13.467750251192411
综合Ⅱ(申万),63.39449440546385,4.053554574315732,-10.859401794256218,-5.174662267599972,0.7680800874518168,-23.529411764705877,-23.00655243031249
水泥制造Ⅱ(申万),44.47236180904521,-2.316490849771724,-8.782532410566324,8.91766484585288,-9.185736073952743,-29.973407161852016,-22.818187806002598
玻璃制造Ⅱ(申万),63.51638772663877,1.6562018640837506,-13.51115556666944,-3.5375527169196674,-6.770251813692152,-14.148010719439286,-18.338165374970217
其他建材Ⅱ(申万),54.07816623787587,6.014029822478317,-5.780004824255991,-0.754802417318301,2.046593306744371,-16.514821526542423,-19.244253099525565
房屋建设Ⅱ(申万),,-1.8481722316508131,,4.721425357183051,-2.4995502094738664,,
装修装饰Ⅱ(申万),45.333801454709246,2.1695695918233726,,-7.156483926848212,-7.889441866492664,,-17.164457567449187
基础建设(申万),,1.827118947741524,,3.557923545939645,-4.790014051104374,,
专业工程(申万),,3.3293124246079664,,-0.8049998301688177,-0.5621965187372013,,
园林工程Ⅱ(申万),,3.161804211190611,,-13.246876932591222,-1.9864414688137488,,
电机Ⅱ(申万),62.99698561913954,9.48125220927778,-18.54935351624094,-13.129761070286284,-1.3866006209730886,-22.1546551764079,-30.4839460350263
电气自动化设备(申万),42.05354734286484,6.635166363616607,0.0,-18.638642859367472,1.6777784018977115,-17.136027319294243,-16.564834615491442
电源设备(申万),63.16963530076241,4.627426279880487,-15.560655639127885,-8.550375184345304,-1.233718275815765,2.032680930383335,-35.55089388216748
高低压设备(申万),49.171478595903295,8.042441453870497,-13.023601745339143,-7.450578950697251,-1.0983365224063957,-14.487096417339629,-17.02484083839647
航天装备Ⅱ(申万),26.118947102196444,15.189965316531428,,-7.363515597454262,-0.704902586153866,,-29.68271107223042
航空装备Ⅱ(申万),51.51328973519491,10.33499492545278,-8.176980768425013,-7.1593654890885645,3.8307611125275143,0.16301394674878011,-30.7645431854467
地面兵装Ⅱ(申万),39.32428919847138,12.541950808038415,-22.4334395653478,-5.467048468836189,1.8727164492116533,-11.675135677002324,-30.164249833429402
船舶制造Ⅱ(申万),36.85405513695199,4.067870579912647,,-13.467604735237815,-1.843480079671811,,-27.75658373646258
营销传播(申万),,1.0742028463055275,,-1.9373595977810742,8.723603893425702,,
互联网传媒(申万),47.40590030518818,-2.1328621685150484,-15.441152973508455,-13.150599917252793,4.822857914823198,-17.858087030085134,-29.346907342361806
文化传媒(申万),33.20953962980542,-2.6380821108595076,-8.756816873652474,-6.9502948609940995,2.504429279634257,-12.431475489896826,-23.655959260890967
其他交运设备Ⅱ(申万),38.59846055163565,6.049062669806182,-14.77149636354259,3.381391971787151,1.0159190316346267,-24.26451369325938,-30.97698138692351
